事業者,物件名,都道府県,住所,収容台数,時間帯料金(生),最大料金(生),営業時間,満空,緯度,経度,取得日時,URL
NPC,NPC24H柏崎駅南口パーキング,新潟県,新潟県柏崎市幸町8,21,全日 終日 30分100円,月～金 入庫後最大（繰返有） 24時間 400円 ; 土日祝 入庫後最大（繰返有） 24時間 600円,24時間,空,37.36276805,138.5565151,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/15/814
NPC,NPC24H第四北越銀行柏崎支店駐車場,新潟県,新潟県柏崎市駅前2-3-4,31,,土日祝 当日最大（24時切替） 500円,24時間,空,37.36689328,138.5543728,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/15/814
NPC,NPC24Hりそな銀行東青梅支店第1パーキング,東京都,東京都青梅市東青梅2-17-4,23,月～金 09:00-17:00 30分100円 ; 月～金 17:00-22:00 45分100円 ; 土日祝 09:00-22:00 45分100円 ; 全日 22:00-09:00 90分100円,全日 区間最大 22:00-09:00 200円 ; 土日祝 区間最大 09:00-22:00 400円,24時間,空,35.789749,139.275495,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/705
NPC,NPC24Hりそな銀行東青梅支店第2パーキング,東京都,東京都青梅市東青梅2-17-4,15,月～金 09:00-17:00 30分100円 ; 月～金 17:00-22:00 45分100円 ; 全日 22:00-09:00 90分100円 ; 土日祝 09:00-22:00 45分100円,全日 区間最大 22:00-09:00 200円 ; 土日祝 区間最大 09:00-22:00 400円,24時間,空,35.78976532,139.2754925,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/705
NPC,NPC24H平塚駅前パーキング,神奈川県,神奈川県平塚市紅谷町7,5,全日 終日 20分330円,全日 入庫後最大（繰返有） 5時間 1200円,24時間,空,35.32767116,139.3479599,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/773
NPC,NPC24H西橋本2丁目第2パーキング,神奈川県,神奈川県相模原市緑区西橋本2丁目10-7,11,全日 終日 20分220円,全日 入庫後最大（繰返有） 24時間 800円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.59508485,139.33528104,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/769
NPC,NPC24H西橋本2丁目パーキング,神奈川県,神奈川県相模原市緑区西橋本2-14,30,全日 終日 40分220円,全日 入庫後最大（繰返有） 24時間 800円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.59366086,139.3361864,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/769
NPC,NPC24H横山町第4パーキング,東京都,東京都八王子市横山町20-19付近,3,全日 終日 15分100円,全日 区間最大 18:00-08:00 800円,24時間,空,35.660351,139.336955,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/701
NPC,NPC24H橋本駅北口パーキング,神奈川県,神奈川県相模原市緑区橋本3-27,41,全日 終日 20分200円,全日 入庫後最大（繰返有） 24時間 1400円 ; 全日 区間最大 18:00-08:00 700円,24時間,空,35.59558557,139.3467207,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/769
NPC,NPC24H八王子第7パーキング,東京都,東京都八王子市東町10-5,22,全日 終日 15分220円,全日 入庫後最大（繰返有） 12時間 2000円,24時間,空,35.65870351,139.3385501,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/701
NPC,NPC24H横山町第3パーキング,東京都,東京都八王子市横山町23,4,全日 終日 20分220円,全日 入庫後最大（繰返有） 24時間 1300円 ; 全日 入庫後最大（繰返有） 24時間 1400円 ; 全日 区間最大 20:00-08:00 400円,24時間,空,35.66028868,139.3384939,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/701
NPC,NPC24H横山町パーキング,東京都,東京都八王子市横山町23-1,4,全日 終日 25分220円,全日 入庫後最大（繰返有） 24時間 1400円 ; 全日 区間最大 18:00-08:00 800円,24時間,空,35.66009582,139.3389364,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/701
NPC,NPC24H横山町第2パーキング,東京都,東京都八王子市横山町23-14,5,全日 終日 30分220円,全日 入庫後最大（繰返有） 24時間 1400円 ; 全日 区間最大 18:00-08:00 700円,24時間,空,35.66037694,139.3389579,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/701
NPC,NPC24Hヨドバシカメラ八王子店,東京都,東京都八王子市東町6-18-1,25,全日 08:00-21:00 20分200円 ; 全日 21:00-08:00 60分100円,月～金 入庫後最大（繰返有） 24時間 1700円,24時間,空,35.65821858,139.3400149,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/701
NPC,NPC24H八王子第10パーキング,東京都,東京都八王子市東町4-3-1,11,全日 終日 15分200円,全日 入庫後最大（1回のみ） 5時間 1200円 ; 全日 入庫後最大（繰返有） 12時間 1700円,24時間,空,35.65821859,139.3405997,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/701
NPC,NPC24H南橋本パーキング,神奈川県,神奈川県相模原市中央区南橋本1-2,14,全日 終日 60分330円,全日 入庫後最大（繰返有） 24時間 700円,24時間,空,35.58220459,139.3527912,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/770
NPC,NPC24H京王北野パーキング,東京都,東京都八王子市北野町547-11,6,全日 08:00-22:00 30分220円 ; 全日 22:00-08:00 60分220円,全日 区間最大 08:00-22:00 1300円 ; 全日 区間最大 22:00-08:00 500円,24時間,空,35.64626933,139.3543173,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/701
NPC,NPC24H京王北野第2パーキング,東京都,東京都八王子市打越町623-5,7,全日 08:00-18:00 20分110円 ; 全日 18:00-08:00 60分110円,全日 入庫後最大（繰返有） 24時間 800円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.64333097,139.3575668,2026-07-02T10:19:39.397Z,https://parking.npc-npc.co.jp/p/13/701
NPC,NPC24H相模原パーキング,神奈川県,神奈川県相模原市中央区相模原3-8,21,月～金 09:00-23:00 20分200円 ; 土日祝 09:00-23:00 30分100円 ; 全日 23:00-09:00 60分100円,,24時間,空,35.5793665,139.3703529,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/770
NPC,NPC24H伊勢崎駅前パーキング,群馬県,群馬県伊勢崎市喜多町94-1付近,38,,全日 入庫後最大（チケット式） 24時間 250円 ; 全日 入庫後最大（チケット式） 48時間 500円 ; 全日 入庫後最大（チケット式） 72時間 750円,24時間,,36.32757946,139.1937435,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/10/510
NPC,NPC24H京王長沼駅前パーキング,東京都,東京都八王子市長沼町675-1,28,全日 終日 40分220円,全日 入庫後最大（繰返有） 24時間 700円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.64238774,139.3667342,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/701
NPC,NPC24H南大沢駅前パーキング,東京都,東京都八王子市南大沢4-2-1,351,全日 08:00-00:00 20分100円 ; 全日 00:00-08:00 60分100円,月～金 入庫後最大（繰返有） 24時間 600円 ; 土日祝 入庫後最大（繰返有） 24時間 900円 ; 特定日のみ 入庫後最大（繰返有） 24時間 1200円,24時間,空,35.61263439,139.3761519,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/701
NPC,NPC24H湘南信金高田支店パーキング,神奈川県,神奈川県茅ヶ崎市鶴が台1-2,6,月～金 08:00-15:00 15分200円 ; 土日祝 08:00-15:00 20分100円 ; 全日 15:00-08:00 60分200円,土日祝 当日最大（24時切替） 400円 ; 全日 区間最大 15:00-08:00 300円,24時間,空,35.34587311,139.4127109,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/777
NPC,NPC24H相武台駅前パーキング,神奈川県,神奈川県座間市相武台1-38-18,187,全日 08:00-22:00 60分200円 ; 全日 22:00-08:00 60分100円,全日 入庫後最大（繰返有） 24時間 700円 ; 全日 区間最大 17:00-08:00 500円,24時間,空,35.49800725,139.4066161,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/785
NPC,NPC24H南平パーキング,東京都,東京都日野市南平7-3-8,8,全日 終日 40分220円,全日 入庫後最大（繰返有） 24時間 600円 ; 全日 区間最大 19:00-07:00 300円,24時間,空,35.6549562,139.3944708,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/712
NPC,NPC24Hさがみ野駅前パーキング,神奈川県,神奈川県海老名市東柏ヶ谷2-25-38,22,全日 終日 30分110円,全日 入庫後最大（繰返有） 24時間 700円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.47029285,139.4288852,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/784
NPC,NPC24H minanoba相模原駐車場,神奈川県,神奈川県相模原市南区南台3-1-30,145,,全日 区間最大 09:00-22:00 800円 ; 全日 区間最大 22:00-09:00 300円,,,35.5208668,139.42426453,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/771
NPC,NPC24H鶴牧2丁目パーキング,東京都,東京都多摩市鶴牧2-24-8,15,全日 終日 30分220円,全日 入庫後最大（繰返有） 24時間 900円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.61626121,139.41275942,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/722
NPC,NPC24H辻堂西口パーキング,神奈川県,神奈川県茅ヶ崎市浜竹3-3,12,全日 08:00-20:00 20分200円 ; 全日 20:00-08:00 60分100円,全日 入庫後最大（繰返有） 24時間 1700円 ; 全日 区間最大 20:00-08:00 600円,24時間,空,35.33626439,139.4428074,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/777
NPC,NPC24H相模原相南パーキング,神奈川県,神奈川県相模原市南区相南4-15-12,18,全日 08:00-20:00 40分220円 ; 全日 20:00-08:00 60分110円,月～金 入庫後最大（繰返有） 24時間 900円 ; 土・日・祝 入庫後最大（繰返有） 24時間 1100円 ; 全日 区間最大 18:00-08:00 500円,24時間,空,35.51193097,139.4288288,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/771
NPC,NPC24H藤沢市遠藤パーキング,神奈川県,神奈川県藤沢市遠藤2020-11,24,全日 終日 15分100円,全日 入庫後最大（繰返有） 24時間 800円 ; 全日 区間最大 18:00-08:00 400円,24時間,空,35.37683174,139.4449218,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/775
NPC,Luz湘南辻堂駐車場,神奈川県,神奈川県藤沢市辻堂神台1-2-12,103,全日 終日 20分100円,,24時間,,35.33854238,139.4481913,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/775
NPC,NPC24H東林間パーキング,神奈川県,神奈川県相模原市南区東林間5-12-13,14,全日 08:00-22:00 30分200円 ; 全日 22:00-08:00 60分100円,全日 入庫後最大（繰返有） 24時間 900円 ; 全日 入庫後最大（繰返有） 24時間 1500円 ; 全日 区間最大 22:00-08:00 400円,24時間,空,35.51990868,139.4372184,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/771
NPC,NPC24H立川南口第1パーキング,東京都,東京都立川市柴崎町3-6,17,全日 08:00-00:00 12分300円 ; 全日 00:00-08:00 60分200円,全日 入庫後最大（繰返有） 24時間 2200円 ; 全日 入庫後最大（繰返有） 24時間 2100円,24時間,空,35.69598429,139.4135835,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/702
NPC,NPC24H相模大野駅前第3パーキング,神奈川県,神奈川県相模原市南区相模大野3-15,5,全日 08:00-22:00 20分220円 ; 全日 22:00-08:00 60分110円,全日 入庫後最大（繰返有） 5時間 1300円,24時間,空,35.53295344,139.4363507,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/771
NPC,NPC24H立川緑町第2パーキング,東京都,東京都立川市緑町4-1,327,全日 08:00-22:00 30分200円 ; 全日 22:00-08:00 60分100円,通常日のみ 入庫後最大（1回のみ） 12時間 900円 ; 通常日のみ 入庫後最大（繰返有） 24時間 1400円 ; 特定日のみ 入庫後最大（繰返有） 24時間 2000円,24時間,空,35.70354773,139.4143343,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/702
NPC,NPC24H立川錦町第3パーキング,東京都,東京都立川市錦町2-1,4,全日 08:00-00:00 20分330円 ; 全日 00:00-08:00 60分110円,月～金 入庫後最大（繰返有） 24時間 1800円,24時間,混雑,35.69591736,139.41557,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/702
NPC,NPC24H立川北口パーキング,東京都,東京都立川市曙町2-14,221,全日 08:00-00:00 30分200円 ; 全日 00:00-08:00 60分100円,月～金 入庫後最大（繰返有） 24時間 1200円 ; 月～金 入庫後最大（繰返有） 24時間 1500円 ; 土日祝 入庫後最大（繰返有） 24時間 1600円,24時間,空,35.6999162,139.4159323,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/702
NPC,NPC24H多摩市乞田パーキング,東京都,東京都多摩市乞田839,18,全日 終日 60分220円,月～金 当日最大（24時切替） 450円 ; 土日祝 当日最大（24時切替） 500円 ; 全日 区間最大 17:00-08:00 300円,24時間,空,35.6312514,139.43408118,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/722
NPC,NPC24H町田駅前パーキング,東京都,東京都町田市中町1-2-1,26,全日 07:00-22:00 30分300円 ; 全日 22:00-07:00 60分100円,全日 入庫後最大（繰返有） 24時間 2300円 ; 全日 入庫後最大（繰返有） 4時間 1200円,24時間,空,35.54599264,139.4458127,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/709
NPC,NPC24H町田中町第3パーキング,東京都,東京都町田市中町1-14-4,5,全日 終日 30分200円,全日 区間最大 08:00-20:00 1500円 ; 全日 区間最大 20:00-08:00 400円,24時間,空,35.54755368,139.4456933,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/709
NPC,NPC24H鶴間パーキング,神奈川県,神奈川県大和市鶴間2-11-7,22,全日 終日 20分100円,全日 入庫後最大（繰返有） 24時間 600円 ; 全日 区間最大 18:00-08:00 400円,24時間,空,35.49068616,139.4527192,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/782
NPC,NPC24H町田中町パーキング,東京都,東京都町田市中町1-21-4,37,全日 終日 30分220円,全日 入庫後最大（繰返有） 24時間 1200円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.54906543,139.4465401,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/709
NPC,NPC24H鶴間第2パーキング,神奈川県,神奈川県大和市鶴間1-31-1,7,全日 終日 20分100円,月～土 当日最大（24時切替） 1200円 ; 日・祝 当日最大（24時切替） 600円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.49048986,139.4537197,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/782
NPC,NPC24H狭山ヶ丘パーキング,埼玉県,埼玉県所沢市和ケ原1-164-1,28,全日 08:00-20:00 30分100円 ; 全日 20:00-08:00 60分100円,全日 入庫後最大（繰返有） 24時間 600円,24時間,空,35.80683866,139.4095668,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/559
NPC,薬師池公園西駐車場,東京都,東京都町田市本町田3108-1,127,,全日 当日最大（24時切替） 800円,,空,35.57455606,139.4466251,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/709
NPC,NPC24H湘南台駅前パーキング,神奈川県,神奈川県藤沢市湘南台2-14,219,全日 終日 30分220円,全日 入庫後最大（繰返有） 24時間 900円 ; 全日 区間最大 18:00-08:00 500円,,空,35.39539344,139.46648551,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/775
NPC,NPC24H武蔵藤沢駅前パーキング,埼玉県,埼玉県入間市下藤沢408-3付近,45,全日 終日 60分200円,全日 入庫後最大（繰返有） 24時間 500円,24時間,混雑,35.82152169,139.4094522,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/574
NPC,NPC24H IKOZA第1駐車場,神奈川県,神奈川県大和市渋谷5-22,103,全日 終日 60分200円,,24時間,空,35.43307366,139.4638409,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/782
NPC,NPC24H IKOZA第3駐車場,神奈川県,神奈川県大和市渋谷5-20,39,全日 終日 60分200円,月～金 当日最大（24時切替） 600円,24時間,空,35.4336794,139.4640322,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/782
NPC,NPC24H IKOZA第2駐車場,神奈川県,神奈川県大和市渋谷5-21,20,全日 終日 60分200円,,24時間,空,35.4335569,139.4641603,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/782
NPC,薬師池公園北駐車場,東京都,東京都町田市野津田町,130,,全日 当日最大（24時切替） 800円,,空,35.58260576,139.4485724,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/709
NPC,薬師池公園東第2駐車場,東京都,東京都町田市金井町733,26,,全日 当日最大（24時切替） 800円,,空,35.57859192,139.4498062,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/709
NPC,薬師池公園東第1駐車場,東京都,東京都町田市薬師台2丁目2,152,,全日 当日最大（24時切替） 800円,,空,35.57906312,139.4503748,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/709
NPC,NPC24Hりそな銀行東大和支店パーキング,東京都,東京都東大和市中央3-853-2,16,月～金 08:00-18:00 20分100円 ; 月～金 18:00-21:00 30分100円 ; 月～金 21:00-08:00 60分100円 ; 土日祝 08:00-21:00 30分100円 ; 土日祝 21:00-08:00 60分100円,全日 区間最大 21:00-08:00 400円,24時間,空,35.744712,139.428575,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/718
NPC,NPC24Hレッドロブスター江ノ島店パーキング,神奈川県,神奈川県藤沢市片瀬海岸3-22-19,25,月～金 09:00-23:00 60分400円 ; 土日祝 09:00-23:00 60分600円 ; 月～金 09:00-23:00 60分800円 ; 土日祝 09:00-23:00 60分1000円 ; 全日 23:00-09:00 60分300円,,24時間,空,35.31142554,139.4789378,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/775
NPC,NPC24H聖蹟桜ヶ丘パーキング,東京都,東京都多摩市関戸1-1,21,全日 07:00-19:00 20分200円 ; 全日 19:00-07:00 60分100円,全日 入庫後最大（繰返有） 12時間 900円,24時間,空,35.65094031,139.4457212,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/722
NPC,NPC24H江ノ島第2パーキング,神奈川県,神奈川県藤沢市片瀬海岸2-17,7,全日 07:00-00:00 30分200円 ; 全日 07:00-00:00 20分300円 ; 全日 00:00-07:00 30分100円,全日 入庫後最大（繰返有） 12時間 1000円 ; 全日 入庫後最大（繰返有） 4時間 2000円,24時間,空,35.30845738,139.4820749,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/775
NPC,NPC24H鵠沼桜が岡パーキング,神奈川県,神奈川県藤沢市鵠沼桜が岡1-7-25,5,全日 終日 25分220円,全日 入庫後最大（繰返有） 24時間 900円 ; 全日 区間最大 18:00-08:00 400円,24時間,空,35.33031432,139.4839526,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/775
NPC,NPC24H坂戸駅南口第2パーキング,埼玉県,埼玉県坂戸市南町15-3,11,全日 終日 60分220円,全日 入庫後最大（1回のみ） 12時間 600円 ; 全日 入庫後最大（繰返有） 24時間 700円,24時間,空,35.95679217,139.3950415,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/586
NPC,NPC24H坂戸駅前会館パーキング,埼玉県,埼玉県坂戸市日の出町31-13,9,全日 終日 60分220円,全日 入庫後最大（繰返有） 24時間 600円 ; 全日 区間最大 19:00-08:00 300円,24時間,空,35.9584337,139.39485548,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/586
NPC,NPC24H坂戸駅南口パーキング,埼玉県,埼玉県坂戸市南町17-8付近,29,全日 終日 60分330円,全日 入庫後最大（繰返有） 24時間 700円,24時間,空,35.95600882,139.3962105,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/586
NPC,ゆめが丘ソラトス　立体駐車場2,神奈川県,神奈川県横浜市泉区ゆめが丘31,316,全日 終日 30分250円,,24時間,,35.40445939,139.4817056,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/757
NPC,NPC24H森林公園駅前パーキング,埼玉県,埼玉県比企郡滑川町羽尾3743-7,107,全日 終日 60分110円,全日 入庫後最大（繰返有） 24時間 400円,24時間,空,36.04523314,139.3762896,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/597
NPC,下飯田駅前駐車場,神奈川県,神奈川県横浜市泉区下飯田町835-1,61,全日 終日 30分250円,全日 入庫後最大（繰返有） 24時間 700円,24時間,,35.40387025,139.48337931,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/757
NPC,ゆめが丘ソラトス　立体駐車場1,神奈川県,神奈川県横浜市泉区ゆめが丘31,984,全日 終日 30分250円,,24時間,,35.40608366,139.4832831,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/757
NPC,ゆめが丘ソラトス　平面駐車場1,神奈川県,神奈川県横浜市泉区和泉町,162,全日 終日 30分250円,,24時間,,35.40581046,139.48441808,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/757
NPC,ゆめが丘ソラトス　平面駐車場2,神奈川県,神奈川県横浜市泉区和泉町,88,全日 終日 30分250円,,24時間,,35.40435227,139.48471235,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/757
NPC,NPC24H南藤沢パーキング,神奈川県,神奈川県藤沢市南藤沢8-17,8,全日 終日 15分100円,全日 入庫後最大（繰返有） 24時間 2000円 ; 全日 区間最大 18:00-08:00 600円,24時間,空,35.33749969,139.4909341,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/775
NPC,NPC24H若葉駅西口パーキング,埼玉県,埼玉県坂戸市関間4-12,377,全日 終日 60分200円,全日 入庫後最大（繰返有） 24時間 500円,24時間,空,35.94928238,139.4078772,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/586
NPC,NPC24H狭山中央パーキング,埼玉県,埼玉県狭山市中央2-26-23,46,全日 09:00-21:00 30分100円 ; 全日 21:00-09:00 60分100円,全日 入庫後最大（繰返有） 24時間 800円,24時間,空,35.85693443,139.4286192,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/565
NPC,NPC24Hつくし野2丁目パーキング,東京都,東京都町田市つくし野2丁目31,6,全日 終日 120分500円,全日 入庫後最大（繰返有） 24時間 800円 ; 全日 区間最大 18:00-08:00 400円,24時間,,35.52433465,139.4832398,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/709
NPC,NPC24H分倍河原駅前パーキング,東京都,東京都府中市片町2-20-4,15,全日 終日 20分200円,全日 当日最大（24時切替） 1100円 ; 全日 区間最大 20:00-08:00 600円,24時間,空,35.66954995,139.4690833,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/706
NPC,NPC24H瀬谷区役所前パーキング,神奈川県,神奈川県横浜市瀬谷区二ツ橋町200,31,全日 08:00-20:00 40分220円 ; 全日 20:00-08:00 60分110円,全日 入庫後最大（繰返有） 24時間 800円 ; 全日 区間最大 18:00-08:00 400円,24時間,空,35.46666013,139.4985474,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/755
NPC,NPC24H鶴ヶ島駅東口パーキング,埼玉県,埼玉県川越市天沼新田195-7,9,全日 終日 30分100円,全日 入庫後最大（繰返有） 24時間 700円 ; 全日 区間最大 19:00-08:00 400円,24時間,空,35.9362435,139.4249414,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/554
NPC,NPC24H東松山ぼたん通り駐車場,埼玉県,埼玉県東松山市箭弓町1-12-7,139,全日 07:00-22:00 30分100円 ; 全日 22:00-07:00 60分100円,全日 入庫後最大（繰返有） 24時間 600円,24時間,空,36.03599136,139.4015654,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/563
NPC,NPC24H東松山駅前第3パーキング,埼玉県,埼玉県東松山市箭弓町1-17-18,12,全日 終日 60分200円,全日 入庫後最大（1回のみ） 12時間 700円 ; 全日 入庫後最大（繰返有） 24時間 800円,24時間,混雑,36.03423643,139.4025621,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/563
NPC,NPC24H東松山駅前パーキング,埼玉県,埼玉県東松山市箭弓町1-20,75,全日 終日 60分220円,全日 入庫後最大（繰返有） 24時間 600円,24時間,空,36.0334893,139.4027928,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/563
NPC,NPC24H三ツ境パーキング,神奈川県,神奈川県横浜市瀬谷区三ツ境15-14,15,全日 終日 30分200円,全日 入庫後最大（繰返有） 24時間 1100円 ; 全日 入庫後最大（繰返有） 24時間 1300円 ; 全日 区間最大 22:00-08:00 400円,24時間,空,35.46700581,139.5027969,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/755
NPC,NPC24H府中第3パーキング,東京都,東京都府中市宮西町1-1-5,4,全日 終日 12分220円,全日 入庫後最大（繰返有） 24時間 2200円 ; 全日 区間最大 20:00-08:00 600円,24時間,空,35.67229403,139.47844,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/706
NPC,NPC24H八坂駅前パーキング,東京都,東京都東村山市栄町3-29-2,6,全日 08:00-22:00 30分110円 ; 全日 22:00-08:00 60分110円,全日 入庫後最大（繰返有） 24時間 900円,24時間,空,35.74643973,139.4666956,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/713
NPC,NPC24Hワンズプラザパーキング,東京都,東京都東村山市野口町1-46,83,全日 07:00-22:00 20分100円 ; 全日 22:00-07:00 60分100円,全日 入庫後最大（繰返有） 24時間 800円,24時間,,35.75976856,139.4653186,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/713
NPC,NPC24H新所沢駅前パーキング,埼玉県,埼玉県所沢市松葉町16-12,23,月～金 09:00-15:00 20分300円 ; 月～金 15:00-00:00 20分100円 ; 土日祝 09:00-00:00 20分100円 ; 全日 00:00-09:00 60分100円,月～金 当日最大（24時切替） 1600円 ; 土日祝 当日最大（24時切替） 1200円 ; 全日 区間最大 15:00-09:00 500円,24時間,空,35.80803664,139.4576963,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/11/559
NPC,J・PARK湘南信金深沢支店,神奈川県,神奈川県鎌倉市常盤82番地,6,全日 08:00-15:00 15分300円 ; 全日 15:00-08:00 30分200円,土日祝 当日最大（24時切替） 1000円 ; 全日 区間最大 15:00-08:00 500円,24時間,空,35.33096168,139.5175261,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/14/774
NPC,NPC FLAT小平パーキング,東京都,東京都小平市小川東町3-30,188,,全日 入庫後最大（繰返有） 24時間 600円,,空,35.74248886,139.47221883,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/711
NPC,NPC24H一橋病院第1駐車場,東京都,東京都小平市学園西町1-2-25,38,全日 終日 30分200円,全日 入庫後最大（繰返有） 24時間 600円 ; 全日 区間最大 18:00-08:00 300円,24時間,空,35.71747968,139.4791283,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/13/711
