事業者,物件名,都道府県,住所,収容台数,時間帯料金(生),最大料金(生),営業時間,満空,緯度,経度,取得日時,URL
タイムズ,タイムズ中野中央第１７,東京都,東京都中野区中央4-61,10,月～金 08:00-22:00 12分330円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後5時間 最大料金 3100円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0013893/
タイムズ,タイムズ中野第１１,東京都,東京都中野区中野2-13,8,月～金 08:00-00:00 20分220円 ; 月～金 00:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1800円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0014186/
タイムズ,タイムズ新井第１１,東京都,東京都中野区新井5-6,5,月～金 08:00-22:00 30分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0014896/
タイムズ,タイムズ鷺宮第３,東京都,東京都中野区鷺宮3-47,20,月～金 08:00-22:00 20分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後12時間 最大料金 1500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0015152/
タイムズ,タイムズ中野丸山,東京都,東京都中野区丸山2-22,6,月～金 08:00-00:00 15分220円 ; 月～金 00:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0015472/
タイムズ,タイムズ中野第１２,東京都,東京都中野区中野1-56,8,月～金 08:00-22:00 20分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 2000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0015532/
タイムズ,タイムズ野方第６,東京都,東京都中野区野方1-42,3,月～金 00:00-00:00 20分220円,月～金 駐車後24時間 最大料金 1900円 ; 月～金 19:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0016225/
タイムズ,タイムズ中野第１４,東京都,東京都中野区中野2-21,10,月～金 00:00-00:00 15分330円 ; 土・日・祝 00:00-00:00 15分330円,月～金 08:00-19:00 最大料金 2700円 ; 月～金 19:00-08:00 最大料金 900円 ; 土・日・祝 08:00-19:00 最大料金 1800円 ; 土・日・祝 19:00-08:00 最大料金 900円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0016695/
タイムズ,タイムズ上鷺宮１丁目,東京都,東京都中野区上鷺宮1-7,11,月～金 08:00-20:00 30分220円 ; 月～金 20:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0016734/
タイムズ,タイムズ白鷺２丁目,東京都,東京都中野区白鷺2-48,7,月～金 09:00-15:00 20分100円 ; 月～金 全日 20分100円 ; 月～金 15:00-22:00 30分100円 ; 月～金 全日 30分100円 ; 月～金 22:00-09:00 60分100円 ; 月～金 全日 60分100円 ; 土・日・祝 09:00-22:00 30分100円 ; 土・日・祝 全日 30分100円 ; 土・日・祝 22:00-09:00 60分100円 ; 土・日・祝 全日 60分100円,土・日・祝 24時迄 800円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0017523/
タイムズ,タイムズ中野本町第８,東京都,東京都中野区本町6-14,2,月～金 09:00-20:00 12分220円 ; 月～金 20:00-09:00 20分220円,月～金 20:00-09:00 最大料金 660円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0018343/
タイムズ,タイムズ中野南台第３,東京都,東京都中野区南台5-17,6,月～金 08:00-22:00 30分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1300円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0020500/
タイムズ,タイムズ上高田第７,東京都,東京都中野区上高田3-21,4,月～金 08:00-22:00 20分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0020982/
タイムズ,タイムズ鷺宮４丁目,東京都,東京都中野区鷺宮4-4,4,月～金 00:00-00:00 30分220円,月～金 駐車後24時間 最大料金 1100円 ; 月～金 19:00-09:00 最大料金 400円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0022221/
タイムズ,タイムズ弥生町第１３,東京都,東京都中野区弥生町5-2,4,月～金 00:00-00:00 20分220円,月～金 09:00-20:00 最大料金 2500円 ; 月～金 20:00-09:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0023874/
タイムズ,タイムズ中野第１６,東京都,東京都中野区中野2-18,7,月～金 00:00-00:00 15分220円,月～金 駐車後24時間 最大料金 2400円 ; 月～金 19:00-08:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0024745/
タイムズ,タイムズ新井第１２,東京都,東京都中野区新井1-25,8,月～金 08:00-19:00 20分330円 ; 月～金 19:00-08:00 60分110円 ; 土・日・祝 08:00-19:00 20分330円 ; 土・日・祝 19:00-08:00 60分110円,土・日・祝 24時迄 2200円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0024779/
タイムズ,タイムズ中野中央第２１,東京都,東京都中野区中央4-26,4,月～金 00:00-00:00 15分220円,月～金 駐車後24時間 最大料金 1800円 ; 月～金 18:00-08:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0025403/
タイムズ,タイムズ弥生町第１５,東京都,東京都中野区弥生町4-35,3,月～金 00:00-00:00 15分220円,月～金 駐車後24時間 最大料金 2100円 ; 月～金 19:00-09:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0026531/
タイムズ,タイムズ白鷺２丁目第２,東京都,東京都中野区白鷺2-13,7,月～金 08:00-22:00 40分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0026890/
タイムズ,タイムズアーバンネット中野ビル,東京都,東京都中野区中野4-11,8,月～金 00:00-00:00 15分330円,月～金 19:00-08:00 最大料金 800円 ; 月～金 08:00-19:00 最大料金 2700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0027119/
タイムズ,タイムズ中野大和町第２,東京都,東京都中野区大和町1-10,4,月～金 08:00-20:00 30分220円 ; 月～金 20:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0027258/
タイムズ,タイムズ新井第１３,東京都,東京都中野区新井2-39,4,月～金 00:00-00:00 25分220円,月～金 駐車後24時間 最大料金 2000円 ; 月～金 20:00-09:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0027670/
タイムズ,タイムズ上高田４丁目,東京都,東京都中野区上高田4-35,3,月～金 08:00-22:00 20分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0029301/
タイムズ,タイムズ中野第１７,東京都,東京都中野区中野5-5,6,月～金 00:00-00:00 20分330円,月～金 駐車後24時間 最大料金 2500円 ; 月～金 18:00-09:00 最大料金 700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0029452/
タイムズ,落合郵便局駐車場,東京都,東京都中野区東中野4-27,5,月～金 09:00-22:00 30分400円 ; 月～金 22:00-09:00 60分100円 ; 土・日・祝 09:00-22:00 30分300円 ; 土・日・祝 22:00-09:00 60分100円,月～金 22:00-09:00 最大料金 500円 ; 土・日・祝 09:00-22:00 最大料金 2100円 ; 土・日・祝 22:00-09:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0029797/
タイムズ,タイムズ白鷺２丁目第３,東京都,東京都中野区白鷺2-35,3,月～金 08:00-22:00 40分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1320円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0030077/
タイムズ,タイムズ上鷺宮第５,東京都,東京都中野区上鷺宮3-7,4,月～金 08:00-22:00 30分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0030477/
タイムズ,タイムズ中野中央３丁目,東京都,東京都中野区中央3-12,4,月～金 08:00-22:00 15分220円 ; 月～金 22:00-08:00 60分110円 ; 土・日・祝 08:00-22:00 15分220円 ; 土・日・祝 22:00-08:00 60分110円,土・日・祝 24時迄 2200円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0030488/
タイムズ,タイムズ上鷺宮４丁目,東京都,東京都中野区上鷺宮4-1,3,月～金 08:00-22:00 30分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 880円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0030851/
タイムズ,タイムズデニーズ野方店,東京都,東京都中野区鷺宮1-9,29,月～金 08:00-22:00 30分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1320円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0030899/
タイムズ,タイムズ南台３丁目,東京都,東京都中野区南台3-13,3,月～金 08:00-22:00 20分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 2100円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0031449/
タイムズ,タイムズ東中野４丁目第２,東京都,東京都中野区東中野4-27,3,月～金 00:00-00:00 15分220円,月～金 21:00-09:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0032554/
タイムズ,タイムズ中野南台４丁目,東京都,東京都中野区南台4-32,4,月～金 00:00-00:00 30分220円,月～金 駐車後24時間 最大料金 1200円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0033167/
タイムズ,タイムズ弥生町第１６,東京都,東京都中野区弥生町1-2,4,月～金 08:00-20:00 15分220円 ; 月～金 20:00-08:00 60分110円,月～金 駐車後24時間 最大料金 2300円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0033784/
タイムズ,タイムズ江原町３丁目第２,東京都,東京都中野区江原町3-35,11,月～金 08:00-22:00 20分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0034263/
タイムズ,タイムズ東中野第１５,東京都,東京都中野区東中野5-30,6,月～金 08:00-22:00 20分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1900円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0034412/
タイムズ,タイムズ中野本町第１１,東京都,東京都中野区本町4-40,10,月～金 00:00-00:00 20分330円 ; 土・日・祝 00:00-00:00 20分330円,月～金 09:00-19:00 最大料金 2700円 ; 月～金 19:00-09:00 最大料金 600円 ; 土・日・祝 09:00-19:00 最大料金 1900円 ; 土・日・祝 19:00-09:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0034590/
タイムズ,タイムズ弥生町第１７,東京都,東京都中野区弥生町5-9,4,月～金 00:00-00:00 15分220円,月～金 駐車後24時間 最大料金 2100円 ; 月～金 18:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0035081/
タイムズ,タイムズ東大附属,東京都,東京都中野区南台1-15,35,月～金 00:00-00:00 20分220円,月～金 駐車後24時間 最大料金 1900円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0035329/
タイムズ,タイムズ上高田第９,東京都,東京都中野区上高田4-45,3,月～金 08:00-22:00 25分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1400円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0036531/
タイムズ,タイムズ上鷺宮１丁目第２,東京都,東京都中野区上鷺宮1-7,4,月～金 08:00-22:00 30分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1000円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0036644/
タイムズ,タイムズ鷺宮６丁目,東京都,東京都中野区鷺宮6-28,4,月～金 08:00-22:00 30分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1100円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0038616/
タイムズ,タイムズ東中野第１６,東京都,東京都中野区東中野5-15,3,月～金 08:00-20:00 30分220円 ; 月～金 20:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1300円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0040385/
タイムズ,タイムズ白鷺１丁目,東京都,東京都中野区白鷺1-8,10,月～金 00:00-00:00 25分220円,月～金 駐車後24時間 最大料金 1600円 ; 月～金 19:00-09:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0041010/
タイムズ,タイムズ中野第１９,東京都,東京都中野区中野2-16,4,月～金 00:00-00:00 20分220円,月～金 08:00-18:00 最大料金 1800円 ; 月～金 18:00-08:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0041068/
タイムズ,タイムズ東中野第１７,東京都,東京都中野区東中野2-17,2,月～金 08:00-22:00 30分220円 ; 月～金 22:00-08:00 60分110円,月～金 駐車後24時間 最大料金 1500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0041367/
タイムズ,タイムズ中野第２０,東京都,東京都中野区中野3-12,3,月～金 00:00-00:00 20分220円,月～金 駐車後24時間 最大料金 1500円 ; 月～金 18:00-09:00 最大料金 500円,,,,,2026-07-25T10:46:17.899Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0041683/
タイムズ,タイムズ大和町２丁目,東京都,東京都中野区大和町2-44,2,月～金 00:00-00:00 20分220円,月～金 08:00-18:00 最大料金 1700円 ; 月～金 18:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0041875/
タイムズ,タイムズファミリーマート中野中央一丁目店,東京都,東京都中野区中央1-46,3,月～金 00:00-00:00 20分0円 ; 月～金 全日 15分220円,月～金 21:00-08:00 最大料金 440円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0045033/
タイムズ,タイムズ中野６丁目,東京都,東京都中野区中野6-1,3,月～金 00:00-00:00 30分220円,月～金 08:00-19:00 最大料金 1700円 ; 月～金 19:00-08:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0045570/
タイムズ,タイムズ中野第２１,東京都,東京都中野区中野2-7,4,月～金 00:00-00:00 20分220円,月～金 駐車後24時間 最大料金 1800円 ; 月～金 18:00-09:00 最大料金 700円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0045589/
タイムズ,タイムズ東中野４丁目第３,東京都,東京都中野区東中野4-13,3,月～金 00:00-00:00 15分220円 ; 土・日・祝 00:00-00:00 15分220円,月～金 09:00-19:00 最大料金 2500円 ; 月～金 19:00-09:00 最大料金 600円 ; 土・日・祝 09:00-19:00 最大料金 1800円 ; 土・日・祝 19:00-09:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0046157/
タイムズ,タイムズ中野南台４丁目第２,東京都,東京都中野区南台4-28,2,月～金 00:00-00:00 20分220円,月～金 08:00-18:00 最大料金 1500円 ; 月～金 18:00-08:00 最大料金 400円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0046180/
タイムズ,タイムズ鷺宮第５,東京都,東京都中野区鷺宮1-8,4,月～金 00:00-00:00 30分220円,月～金 駐車後24時間 最大料金 1100円 ; 月～金 19:00-09:00 最大料金 500円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0046510/
タイムズ,タイムズ島忠中野店,東京都,東京都中野区中野2-10,173,月～金 10:00-20:00 30分330円 ; 月～金 20:00-10:00 30分330円 ; 土・日・祝 10:00-20:00 30分330円 ; 土・日・祝 20:00-10:00 30分330円,月～金 24時迄 1100円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0046746/
タイムズ,タイムズ中野第２２,東京都,東京都中野区中野2-12,3,月～金 00:00-00:00 20分220円,月～金 08:00-18:00 最大料金 1600円 ; 月～金 18:00-08:00 最大料金 600円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0046827/
タイムズ,タイムズファミリーマート中野沼袋二丁目,東京都,東京都中野区沼袋2-38,4,月～金 00:00-00:00 20分0円 ; 月～金 全日 20分220円,月～金 駐車後5時間 最大料金 1100円,,,,,2026-07-01T22:50:00.060Z,https://times-info.net/P13-tokyo/C114/park-detail-BUK0046935/
